showcode,date,rating,text
PF313911,2022.07.30,5,배우님 아프지마시고 건강챙기시고 푹쉬고 오세요! 응원합니다 배우님 아프지마시고 건강챙기시고 푹쉬고 오세요! 응원합니다 배우님 아프지마시고 건강챙기시고 푹쉬고 오세요! 응원합니다
PF313911,2022.07.30,5,배우님들 연기 늘 잘 보고 있습니다! 감정이 나날이 쌓이는 모습을 보면서 항상 감동받고 나오는 것 같아요:) 넘버들의 멜로디와 가사도 들을 때마다 예쁘다는 생각이 들어요
PF313911,2022.07.30,4,가지지 못한 것에 대한 열망 갈망 결핍이 결국 그 사랑을 더욱 위대하게 만드는 거라는 말에 공감한다. 엔딩 나레이션에 로테가 베르테르랑 결혼했다면 더 행복했을거라고? 음 글쎄요.... 그걸 로테도 그렇게 생각할런지. 결국 가지지 못한 사랑이기 때문에 진실했던 게 아닐까
PF313911,2022.07.30,4,젊은베르테르의 슬픔 속 주인공들 역할을하여 이야기가 이루어지네요. 특히 괴테가 이야기하는 베르테르는 안타까우면서도 그 이해할 수 없는 선택은 너무 슬프네요.
PF313911,2022.07.30,5,서쪽 산에 놓인 저녁 해는 마중 나오고.. 모든 넘버와 연기들이 소네트 같아요. 어느순간 괴테에게 설득당해서 진실된 사랑을 하는데 뭐가 문젠지 라고 생각하고 있는 제 자신을 발견합니다.
PF313911,2022.07.30,4,넘버 중독성이 계속 보고싶어 지네요 김서환 배우님 로테 알베르트 연기도 상황에 따라 너무 잘 표현 하시더라구요~재밌게 잘 봤습니다
PF313911,2022.07.30,5,"1시간이 정말 금방 가네요.
두 분 다 1인 다역을 어떻게 그렇게 잘 소화하시는지ㅎ
베르테르의 슬픔 책 내용을 잘 몰랐는데
책의 내용을 구현해주시는? 장면들이 특히 재밌었어요.
넘버들도 좋고, 정말 자석처럼 끌리는 사랑에 빠져버린
규원괴테의 표정, 목소리 정말정말 예뻤어요."
PF313911,2022.07.30,5,괴테 짱이에요ㅠㅠ 진짜 너무 재밌어요 넘버 맛집 너무 좋구요 배우님들 점점 더 잘하셔서 계속 보고싶습니당
PF313911,2022.07.30,5,밤이 되었노라 나 여기 홀로 바람 부는 언덕 위에 버림 받았도다 버림 받은 내겐 비를 막아 줄 오막살이조차 없구나 울부짖는 내겐 나의 눈물은 죽은 자들을 위한 것 내 목소린 무덤에 사는 자들을 위한 것 잘 있거라 가장 고귀한 인간이여 싸움터의 승리자여
PF313911,2022.07.30,4,더 와일드의 변론과 함께보아 더 재밌었습니다 왈츠장면이 너무 예뻐 계속 생각나네요! 젊은 베르테르의 슬픔책을 읽어보셨거나 베르테르를 관람하셨다면 더욱 재밌게 볼수있을것같습니다
PF313911,2022.07.30,5,박규원 배우님 너무 수고하셨습니다 매번 좋은 공연 만들어주셔서 감사합니다 항상 건강하시고 행복하세요 언제나 응원하겠습니다
PF313911,2022.07.30,5,승현벨텔은 감정은 좀 정리(?) 오버되는걸 정리하니 너무 좋음~~~^^ 사랑도 많은데 여린 벨텔~~ 괴테와 베르테르가 역시 잘 보임???? 은오롯테 '오시안의 시'에서 읽어달라며 왜 뒤돌아있어~~~ 베르테르가 안타까워지다니... 그래도 은오롯테는 벨텔 사랑한 느낌이네~ 오늘은... 은오알베는 자켓을 벗었다 안벗었다 하네~~ 의자위치도 바뀌고~~근데 조끼 뒤가 이쁨~~~ 여자코르셋처럼 되어있어서 특이함~~~ 성직자는 진짜 와우... 바늘도 안들어갈듯...
PF313911,2022.07.30,5,밤이 되었노라 나 여기 홀로 바람부는 언덕위에 버림 받았도다 버림 받은 내겐 비를 막아줄 오막살이 조차 없구나 울부짖는 내게 나의 눈물은 죽은 자들을 위한 것 내 목소린 무덤에 사는 자들을 위한 것 잘 있거라 가장 고귀한 인간이어 싸움터의 승리자여
PF313911,2022.07.30,5,괴테 베르테르 로테 알베르트 성직자 다 매력있고 그많은배역을 다 연기하는 배우들도 너무 대단해요 연주도 너무 좋아요 3인밴드 너무좋네요
PF313911,2022.07.30,5,젋은 베르테르의 슬픔이라는 작품을 좋아하는데 새로운 구성의 극으로 봐서 너무 좋았습니다!
PF313911,2022.07.29,5,넘버 어쩜좋아... 너무 좋아요... 박규원배우 목소리로 들으면 아주 고막이 호강해서 좋아해요
PF313911,2022.07.29,5,괴테가 약간 어딘가 정신을 빼앗긴 듯한...? 그래도 진정한 사랑에 관해 이야기하는 극이라서 좋았습니다.
PF313911,2022.07.29,5,"예술이라는 가치와 삶 사이 그 어드메, 비록 실제 살아있던 적은 없지만 사랑하는 이에 대한 번뇌로 스스로 영원한 이별을 택한 낭만의 아이콘, 베르테르가 어떻게 수많은 이들의 새벽별이 되었는지 작가 괴테의 변론으로 다시 해석하는 고전 이야기"
PF313911,2022.07.29,5,......................................................................................................................................................................................................
PF313911,2022.07.29,5,자주 만나지 않겠다고 몇번이고 결심하지만 날이 새면 어느새 그녀 옆이네 내손가락이 그녀 손에 닿기라도 하면 불에 덴거처럼 내손가락은 움추리네 이 모든 것은 내게 아주 귀중해지네.... 내일이 오면 이율 찾아 어느새 또 그녀 옆이네 아주 먼 곳으로 가야만 그녈 떠날 수 있을까 그녈 멀리할 수 있을까
PF313911,2022.07.29,5,진실된 사랑을 하시라! 베르테르의 사랑은 변론 불가한 영역입니다. 그의 사랑은 누구보다 진실되었기에 어떤 도덕적영역에서라도 불가침되어야할 것입니다.
PF313911,2022.07.29,5,무대와 좌석간 거리가 가까워서 배우들 표정이 잘 보여서 실감나고 좋았습니다. 라이브 세션 공연도 좋았고 시간도 1시간이라 짧지도 길지도 않아 가뿐했습니다.
PF313911,2022.07.29,5,괴태의 변론은 뒷편에 보이는 영상들이 정말 좋다. 때로는 아름답기도 하고 때로는 캐릭터들의 심리상태를 표현주기도 하고.... 영상보는 재미도 있는 좋은 작품이다.
PF313911,2022.07.29,5,오시안의 시 박제 소식 너무 기쁩니다. 근데 오른쪽에 앉으니까 드럼 발로 밟는 소리 너무 잘 들리네 꽤나 거슬림
PF313911,2022.07.29,5,으앙ㅠ 대레전... 어제 규원베르테르가 마지막곡 부르는데 처음으로 눈물났어요ㅠ 그녀도 나를 사랑하고 있으니 나는 이제 죽어도 여한이 없다가 너무 잘 느껴져서 슬퍼서 눈물이 나는게 아니라 벅차오름의 눈물이 났음ㅠ 주1회씩 딱 2번만 더 보려고 했는데 망했다ㅠㅠㅠ
PF313911,2022.07.29,5,천년이라는 세월이 흘러가도 그 때 받은 감명은 잊혀지지 않을 거예요 이다지도 당신때문에 마음을 뒤흔드는 이남자를 미워하진 못하겠죠 이제 내개 무엇을 더 바라리요
PF313911,2022.07.29,5,관대 회차 이후 더욱 극을 풍부하게 이해하게 된다. 파란 깃털이 가지고 있는 자유를 담아 커튼콜에 성직자에게 보내는 승현괴테는 더할 나위 없이 아름다웠다.
PF313911,2022.07.29,5,배우님들 음색 & 성대 진짜 짱짱하고 예뻐요!!! 추천!
PF313911,2022.07.29,5,"가냘프고 고와라 천사같은 존재여 ~~~~
천상의 목소리 <3"
PF313911,2022.07.29,5,작가와 관대하면서 책을 독서하는 느낌이예요. 좀더 공감할수 있는 설명이 많아서 좋았습니다.
PF313911,2022.07.29,5,"전날의 실수를 다 덮어버리는 어레인지 발사. 아, 그 순간에 그 자리에 있었던 게 얼마나 행운이었던지! 관객들 머리 위로 느낌표 다다다다 달라붙는 게 3D로 보였다고 한다!"
PF313911,2022.07.29,5,머글 지인 영업한 날은 보는 내내 긴장하게 된다. 그래서 실수가 나오면 화들짝 놀라게 된다ㅜㅜ
PF313911,2022.07.29,5,"실수 발생, 배우도 놀라고 관객도 놀라고. 아무래도 컨디션 망인 것 같아 더 초조하게 봤다. 아프지 마아!!!"
PF313911,2022.07.29,5,"책상을 활용하는 연출이나 조명, 배경이 정말 예뻤습니다 .. 로테에서 성직자로 바로 바뀌는 연기를 하시는 것도 너무 매력적인 부분이에요 !"
PF313911,2022.07.29,5,재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~재밌게 잘 봤습니다 ~ 재밌게 잘 봤습니다 ~
PF313911,2022.07.29,5,배우님들 음색이 너무 좋았어요! 좋은 공연 감사합니다!!
PF313911,2022.07.29,5,"일단 배우 음색이랑 넘버가 너무 잘 어울리고, 극 분위기도 마음에 들고! ㅎㅎㅎ 두 인물 간의 대립노선도 재밌었어요~만족합니다!"
PF313911,2022.07.29,5,공연도 대레전이고 스페셜 커튼콜 데이라서 좋았어요!!!!!!! 박규원 김서환페어 합이 엄청 좋네요 남은 기간동안 더 열심히 봐야겠어요
PF313911,2022.07.29,5,해 지도록 정원에서 일하던 중에 날 부르는 그 분의 소리 돌아보니 그녀 눈이 부시게 웃고 있었죠 정원에는 저와 그녀 두 사람 단 둘이 저와 그녀 단 둘이요
PF313911,2022.07.29,5,오늘 공연 레전 찍어서 기분이 아주 좋습니다... 변론 시리즈에서 괴테의 변론은 확실히 넘버가 정말 좋아요..! 러닝타임 대비 가격이 장벽이긴 하지만 볼 가치는 충분히 있는 것 같아요
PF313911,2022.07.29,5,규원 배우님 정말...너무 잘하시더라구요ㅠㅠ 공연 중간에 기립하고 싶은 순간이 어찌나 많은지 오늘 보고 집에 와서 또 예매합니다...
PF313911,2022.07.29,5,지금 이 시대에 진실한 사랑이 있는지.. 진실하게 사랑해본 적이 있는지..
PF313911,2022.07.29,5,무대 위의 소품을 또 하나의 무대로 사용하는 연출과 세션의 조합이 잘 어울렸습니다. 거의 베르테르의 이야기였지만 괴테가 소설을 설명할 때와 베르테르의 이야기를 진행할 때의 구분이 잘 되어있어 좋았고요. 왈츠를 추는 장면이 특히나 아름다웠어요.
PF313911,2022.07.28,5,페어별로 섞어서.. 딥디랑 오슷 내주세요... 제발요.. 넘버 너무 좋고 연출도 좋은데 아무것도 없이 끝내는건 말이.. 안됩니다... 제발.. 줘오 줘..
PF313911,2022.07.28,5,26일부터 견디기가 어렵다는 대사를 숨쉬기가 어렵다고 바꿔 말하는 것도 너무 좋았고 환희와 고통을 함께 표현하는 배우님께 감탄하고 나왔어요
PF313911,2022.07.28,5,토요일 낮밤으로 극장을 찢어버리시네요 괴테의 딮한 감정 너무 좋았고 하염없이 함께 눈물 흘리다 나왔습니다 좋은 공연 감사해요
PF313911,2022.07.28,5,4연공의 첫 시작인데 벌써부터 눈물 홍수가 난 규원베르테르를 보면서ㅋㅋㅋ앞으로 남은 3연공은 어쩌누 싶고ㅋㅋㅋ자꾸 웃음이 나고 귀엽고 그럽니다
PF313911,2022.07.28,5,평일 3시는 계속 입아프게 말하지만 사랑입니다오전근무가 늦게 끝나서 김밥 한줄 겨우 쑤셔넣고 부라부랴왔거만 살짝 실수가 있었지만 감정은 좋았어요
PF313911,2022.07.28,5,4연공 중 3번째 지치기도하고 피곤도 했지만 그래도 좋아하는 극을 하루에 두 번씩 볼 수 있어서 그저 좋았어요 하지만 다시 4연공은 안할듯요
PF313911,2022.07.28,5,스페셜커튼콜로 보여준 넘버 너무 좋아요 사진도 같이 찍게해주면 더 좋을거같아요
PF313911,2022.07.28,5,스페셜커튼콜로 보여준 넘버 너무 좋아요 사진도 같이 찍게해주면 더 좋을거같아요
PF313911,2022.07.28,5,괴테나 베르테르를 이해하기는 어렵지만 자꾸 이해하게끔 배우님이 납득을 시키네요....
PF313911,2022.07.28,5,괴테나 베르테르를 이해하기는 어렵지만 자꾸 이해하게끔 배우님이 납득을 시키네요...
PF313911,2022.07.28,5,"넘버가 너무 예쁘고 무대도 예뻐요, 스페셜 커튼콜 데이라서 좋았어요!"
PF313911,2022.07.28,5,"사실 괴테의 마음을 확실히 이해하지는 못하지만 극의 마지막 넘버를 부르는 괴테를 보면 항상 벅차올라서 예매창에 들어가있는...ㅎ ㅏ 그러니까 오슷 내주세요 제발,..."
PF313911,2022.07.28,5,"괴테가 말하는 로맨스에 동의하는 부분은 거의 없지만,
베르테르가 된 배우분들의 연기와 노래에 묘하게 설득되는 기분이 들 때가 있습니다.
본공과 커튼콜 사이에 흘러나오는 베르테르의 독백이 뭔가 이 공연과 잘 어울리는 구성 같아요."
PF313911,2022.07.28,5,스콜데이 좋네요 좋은 넘버를 박제할수있어서 좋아요~
PF313911,2022.07.28,5,원작에 대한 이해가 없으면 자첫에 이해하기 어려운 극. 대사가 많아서 자첫에는 따라가기가 너무 벅참... 하지만 넘버가 너무 좋아서 두세번 가다보면 어느새 괴테의 변론에 사빠해있음
PF313911,2022.07.28,3,내용 자체는 좋은데 다소 무겁고 루즈합니다 보고 졸았어요 배우들 연기나 노래 자체는 흠잡을 데 없이 훌륭합니다. 스토리로 극만 보면 4점 정도 주면 맞으나 그래도 배우 덕에 6점 줍니다
PF313911,2022.07.28,5,"낭만가.. 괴테의 변론... 맹렬한 사랑과 도덕적 관점 사이에서의 변론과 비판..
재미있게 잘 봤습니다.~"
PF313911,2022.07.28,5,괴테와 성직자가 각자 자기가 생각하는 진리에 대해 이야기를 하는데 그 대사가 굉장히 감명깊게 다가왔어요 생각할거리가 많아지는 뮤지컬이네요 추천합니다!
PF313911,2022.07.28,5,무대 위의 소품을 또 하나의 무대로 사용하는 연출과 세션의 조합이 잘 어울렸습니다. 거의 베르테르의 이야기였지만 괴테가 소설을 설명할 때와 베르테르의 이야기를 진행할 때의 구분이 잘 되어있어 좋았고요. 왈츠를 추는 장면이 특히나 아름다웠어요.
PF313911,2022.07.28,5,"원작을 읽을 때도, 다른 뮤지컬을 볼 때도 베르테르의 마음이 그닥 와닿지 않았었는데 이성하게 변론편을 보고 나면 조금은 그 마음을 알거 같은 기분이 들어요. 진정한 사랑이란 대체 뭘까요?"
PF313911,2022.07.28,5,진짜 넘버가 너무 좋아요...오슷 제발 줄거죠? 주실거죠?
PF313911,2022.07.28,5,이렇게 재밌는걸 ㅠㅜㅠㅜ 실황영상을 찍어서 설마 상영회만하고 ㅠㅜㅠㅜㅠㅜ딥디를 안준다거나ㅠㅜㅠㅜㅠ그러진 않겠지ㅠㅜㅠㅜㅠㅜㅠㅜㅠ설마 무나네가ㅠㅜㅠㅜ
PF313911,2022.07.28,5,왈츠를 두번보는데ㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜ와진짜ㅠㅜㅠㅜㅠㅜㅠㅜㅠㅡㅠㅜㅠㅜ너무재밌다ㅠㅜㅠㅜㅠㅜㅠㅜㅠ박 가냘프고 고와라 천사같은 존재여 규워뉴ㅜㅠㅜㅠㅜㅠㅜㅠㅠㅜㅜㅠㅜㅜㅠㅠ
PF313911,2022.07.28,5,대사가 막 쉬운 편은 아닌 것 같아요. 처음 봤을 땐 귀에 잘 안 들어오다가도 어느새 멜로디를 흥얼거리고 있는 제 자신을 발견...
PF313911,2022.07.28,5,스페셜커튼콜까지 완벽했던 공연. 재미있게 잘 보고 왔습니다??
PF313911,2022.07.28,5,DVD 주세요... OST 주세요... 집에 가서도 자꾸 생각나요... 전 망했어요...ㅠㅠㅠㅠㅠㅠㅠㅠ
PF313911,2022.07.28,5,"베르테르와 괴테 역을 오가고, 성직자와 로테와 알베르트를 오가는 두 배우님들 연기가 너무 매력적입니다."
PF313911,2022.07.28,5,안무가 너무 예뻐요. 관객과의 대화 때 발이 너무 바쁘다(?)는 얘기를 해주셨던 것 같은데 보는 저는 즐겁더라고요 ㅎㅎㅎㅎㅎㅎ
PF313911,2022.07.28,5,"60분짜리 극이라고 해서 넘버가 이렇게 예쁘고 다채로울 줄 몰랐는데, 넘버 듯는 재미가 있는 극이에요."
PF313911,2022.07.28,5,배우님들부터 밴드까지 진짜 매력적인 작품. 특히 변론 시리즈 중에서도 괴테의변론은 집에 돌아가서 자꾸만 생각나는 작품인 듯해요.
PF313911,2022.07.28,5,밤이 되었노라.. 나 여기 홀로 바람 부는 언덕 위에 버림 받았도다. 버림 받은 내게는 비를 막아줄 오막살이조차 없구나.
PF313911,2022.07.28,5,변론시리즈 정말 잘 만든 극이라는 생각을 합니다 밴드도 참 좋고 배우님들 연기도 정말 좋아요 갈수록 감정이 깊어지고 전달력이 좋아지네요
PF313911,2022.07.28,5,괴테와 베르테르 감정 미친 것 같아요 물에 잠기는 것처럼 서서히 밀려오는데 속절없이 빠져들었네요 알베르트도 로테도 베르테르도 모두 이해되어 슬퍼요
PF313911,2022.07.27,5,요즘 정말 괴테의 변론의 매력에 푹 빠져서 공연은 아주 잘 보고 있습니다: )
PF313911,2022.07.27,5,사실 괴테에게 이성적으로 설득 당하지는 않는데 감정적으로는 이해가 가요. 과거의 일이라 사실 결말은 다 알지만 그래도 괴테의 변론을 뮤지컬을 통해 들어볼 수 있어서 좋았어요
PF313911,2022.07.27,5,자꾸 보게 되네요 유승현배우 마지막넘버 너무 잘해요 스콜 있으면 좋겠는데 불가능하겠죠..그럼 디브이디 오슷 내주세요
PF313911,2022.07.27,5,배우분들 다 잘하고 아무때나 가도 다 잘해여 ㅠ 딥디랑 오슷 주세요 ㅠㅠ.. 이렇게 보낼수 없다.. 너무 재밌어여 ㅋㅋㅋㅋㅋㅋㅋ 흥미롭기도 하네요 ㅠ
PF313911,2022.07.27,5,넘버가 진짜 좋아요! 스토리도 가슴 먹먹해지는 이야기ㅠㅠㅠㅠㅠㅠ
PF313911,2022.07.27,5,이 페어 오늘 텐션 왜 이리 높아!!! 와우~~~ 서환배우 표정 더 다양해지네~~~ 성직자도 롯테도 알베르토도~~~ 확실히 승현괴테가 변론하는게 느껴짐!!! 둘 다 텐션도 높고 합도 잘 맞아서 계속~~~?????? 이 상태로 봄~~~
PF313911,2022.07.27,5,젊은 베르테르를 통해 사랑을 얘기하는 괴테. 청년둘이여 사랑하라~ 넘버들이 참 좋다. 이 폐어의 감정연결도 참 좋다.
PF313911,2022.07.27,5,"원작 글귀가 나오기에 원작을 읽었거나 줄거리정도 알고 가시는편이 좀더 도움 될것같아요
자연의 소리와 뒤에 배경디자인을 함께 보시면 같이 시간이 흘러가는 기분이 들어요"
PF313911,2022.07.27,5,사랑과 불륜에 대한 서로의 변론이 재미있었습니다. 내용도 길지 않아서 부담없었어요!!
PF313911,2022.07.27,5,너무 재밌게 잘 보고 있씁니다! 저도 또 보고 싶어요 ㅠㅠㅠㅠ
PF313911,2022.07.27,4,음악도 연기도 좋아요 규원 배우님 노래 항상 믿고 들어요 :)
PF313911,2022.07.27,5,악인은 따로 존재하지 않습니다 상황이 그렇게 만들 뿐이지요 장발장은 악인이었나 굶주리는 일곱 조카를 위해 빵 한 조각 훔친 죄로 감옥살이 했을 뿐인데
PF313911,2022.07.27,5,"대립하는 캐릭터들 사이의 긴장감, 일인다역을 연기만으로 완벽하게 소화하는 배우, 장소나 시간에 따라 바뀌는 무대 영상 등이 재미있었습니다. 서환 배우님이 연기력 가창력 미모력()으로 공연장 출구를 뿌셨어요."
PF313911,2022.07.26,4,몇 번 안봐서 아직 정확하게 인물들의 생각을 완벽하게 이해지하지는 못한 것 같지만.. 배우분들 연기 잘 해요.. 마지막으로 이제 한 번만 보고 괴테 안녕~
PF313911,2022.07.26,5,갸냘프~~~고 고와라~~~ 천사가튼 존재여~~~~
PF313911,2022.07.26,5,와일드와 함께 보니 더더욱 재밌네요! ! 어렵기도 한 것 같았는데 그래도 재밌는 극이었어도 배우들 연기도 너무 잘하내용
PF313911,2022.07.26,5,미쳤다 미쳤어!! 넘버가 완전 박규언배우 맞춤이자나!! 완전 미쳤다 미쳤어!!!!
PF313911,2022.07.26,5,우와~ 완전 넘버 맛집!!! 배경 영상쓰는 것도 완전 최고임!! 배우들 연기도 완전 짱짱짱!
PF313911,2022.07.26,5,오랜만의 극불호극을 만났네요ㅋㅋ 이렇게 재미없고 지루할 수가... 이인극인데 배우 한 분은 발음이 너무 안좋아서 대사나 가사 전달이 제대로 안되더라구요 이 점 너무 아쉬워요
PF313911,2022.07.26,5,"뮤지컬 괴테의 변론.. 젊은 베르테르의 슬픔.. 음악이 넘넘 좋고 라이브연주라 더 좋구, 소극장인데 대형화면 넘아름다웠어요.."
PF313911,2022.07.26,5,괴테의 변론.. 젊은 베르테르의 슬픔.. 괴테가 베르테르가 되어서 연기하는것도 좋고 잼게봤어요..젊은 베르테르의 슬픔.. 음악이 넘넘 좋고 라이브연주도 멋집니다
PF313911,2022.07.26,5,뮤지컬 괴테의 변론.. 젊은 베르테르의 슬픔.. 음악이 넘넘 좋고 라이브연주도 멋집니다..괴테가 베르테르가 되어서 연기하는것도 좋고 잼게봤어요
PF313911,2022.07.26,5,처음에는 좀 어렵다고 생각했는데 계속 보니까 재밌었어요!!!
PF313911,2022.07.26,5,이게 뭔소리고..;;;; 하면서 보다가 나중에는 그래... 하고싶은거다해라 .. 이러다가 ㅠㅠㅠㅠㅠㅠ 아이고ㅠㅠㅠ이렇게됨
PF313911,2022.07.26,5,오시안의 시 ㅠㅠ 나의 눈물은 죽은 자들을 위한 것 내 목소린 무덤에 ... 잘 있거라아 고귀한 인간이여 싸움터의 승리자여!!!
PF313911,2022.07.26,5,오시안의 시 나 이제 버림받았노라 버림받은 내게 비를 막아줄 오막살이조차 없구나 울부짖는 내게!!! 나의 눈물은 죽은 자들을 위한 것
PF313911,2022.07.26,5,지금은 고전으로 칭송 받지만 출간 당시엔 사회적 논란이 일었던 문제작들에 대한 변론의 기회를 제공한다는 접근이 재미있었습니다
PF313911,2022.07.25,5,"좋은 공연 잘 보고 왔습니다. 다른 공연 생각이 좀 많이나서 눈물이 나더라구요..ㅠㅠ 배우님들연기 너무 좋고, 넘버도 좋고, 연주자님들 연주도 참 좋았습니다!!"
PF313911,2022.07.25,5,"좋은 공연 잘 보고 왔습니다. 다른 공연 생각이 좀 많이나서 눈물이 나더라구요..ㅠㅠ 배우님들연기 너무 좋고, 넘버도 좋고, 연주자님들 연주도 참 좋았습니다!"
PF313911,2022.07.25,5,"아름다운 순간을 간직하고 싶어서요
당신의 얘기를 들으면 들을수록 빠져들어요"
PF313911,2022.07.25,5,베르테르가 성큼성큼 다가오는 것을 실시간으로 느끼려면 오블 사이드 통로석을 추천한다. 극락석이었다!
PF313911,2022.07.25,4,좀 헷갈리네 … 괴테의 변론이 베르테르에 대한 변론이 될 수 밖에 없기는 하지만 괴테와 성직자의 티티카카가 잘 살지 않는 듯하다. 시도는 칭찬할 만하고 배우들의 연기도 좋다. 두 개의 옴니버스간 차이도 재밌고 … 좀더 다듬어 오면 좋을듯
PF313911,2022.07.25,5,넘버가 너무나도 좋은 공연이었습니다.자꾸 맴돌아요
PF313911,2022.07.25,5,"좋아요
좋아요
진짜 너무 좋아요
진짜 너무너무 좋아요"
PF313911,2022.07.25,5,넘버도 너무 좋고 알베르토 디테일도 너무 좋아요ㅠㅠㅠㅠ 오슷빨리주세요
PF313911,2022.07.25,5,넘버도 배경도 너무 예쁜 극.. 사랑에 대해 이야기하는 베르테르의 반짝거리던 눈이 계속 아른거리네요 계속 응원하겠습니다!
PF313911,2022.07.25,5,"박 잘 있거라 가장 고귀한 인간이여 싸움터의 승리자여 규원
감성 베르테르 잘봤습니다"
PF313911,2022.07.25,5,"박 아름답고 고와라 천사같은 존재여 규원
감성괴테 잘 봤습니다"
PF313911,2022.07.25,5,베르테르 이야기는 워낙 유명해서 보는 데 어렵지 않게 이해가 잘 됐어요 춤 출 때도 멋있고 좋았어요 시간이 짧은 게 좀 아쉬웠어요
PF313911,2022.07.25,5,이제껏 보지 못했던 매혹적인 정경~ 아~~ 갸냘프고 고와라 천사같은 존재여 그대가 나를 사랑하게 된다면 내 소유가 된다면 나 무얼 더 바라리
PF313911,2022.07.25,5,내 삶의 바람과 희망은 이루어졌고 내 가슴은 뜨거운 환희로 들끓었네
PF313911,2022.07.25,5,"이제 내가 무엇을 더 바라리오 이제 나는 아네, 그녀가 날 사랑하고 있는 것을.."
PF313911,2022.07.25,5,"솔직히 이 작품 보기 전에 베르테르의 슬픔이라는 작품에 대해 그렇게 좋게 보지 않았는데, 이 작품을 통해 다시 평가하게 된 것 같습니다"
PF313911,2022.07.25,5,"마지막 넘버가 너무 좋아요. 프로그램북을 보고서야 어떤 작품의 가사를 차용하셨다는 걸 알았는데, 이 작품에 너무나 찰떡같이 잘 어울리더라고요."
PF313911,2022.07.25,5,"괴테와 베르테르가 이야기를 넘나들고, 로테와 성직자와 알베르트가 또 이야기를 넘나드는, 그 구성이 너무 재미있고 매력적인 작품입니다."
PF313911,2022.07.25,5,"처음엔 극단적인 선택에 이르는 베르테르를 이해하기 어려웠는데, 볼수록 '자석산'의 이야기에 동화되는 기분이에요."
PF313911,2022.07.25,5,밴드 분들 옆에서 계속 다양한 악기로 연주하시는 거 너무 시강이에요 ㅋㅋㅋㅋㅋ 가끔 연기하는 배우님들을 안 보고 밴드에 시선을 고정하게 됩니다 ㅋㅋㅋㅋㅋ
PF313911,2022.07.25,5,배우님들마다 춤이 제각각 조금씩 다른 게(?) 더 재미있는 ㅎㅎㅎㅎ
PF313911,2022.07.25,5,"처음엔 가사와 멜로디가 살짝 따로 노는(?) 느낌이었는데, 오히려 그게 들으면 들을 수록 매력적이에요."
PF313911,2022.07.25,5,서정적인 넘버가 집에 돌아와서도 계속 귓가에 아른거리는 작품.
PF313911,2022.07.25,5,"왈츠 넘버 너무 좋아요
왈츠도 너무 예쁘고요 ~~"
PF313911,2022.07.25,4,젊은 베르테르의 슬픔의 책 내용을 더 잘이해하게된 것 같아요. 넘버도 너무 좋고 두배우분의 음색이 잘어울리네요.
PF313911,2022.07.25,4,젊은 베르테르의 슬픔의 책 내용을 더 잘이해하게된 것 같아요. 넘버도 너무 좋고 두배우분의 음색이 잘어울리네요. 왈츠 추는 장면은 그 선율과 춤선이 너무 아름답네요.
PF313911,2022.07.25,5,무대 위의 소품을 또 하나의 무대로 사용하는 연출과 세션의 조합이 잘 어울렸습니다. 거의 베르테르의 이야기였지만 괴테가 소설을 설명할 때와 베르테르의 이야기를 진행할 때의 구분이 잘 되어있어 좋았고요. 왈츠를 추는 장면이 특히나 아름다웠어요..
PF313911,2022.07.25,5,무대 위의 소품을 또 하나의 무대로 사용하는 연출과 세션의 조합이 잘 어울렸습니다. 거의 베르테르의 이야기였지만 괴테가 소설을 설명할 때와 베르테르의 이야기를 진행할 때의 구분이 잘 되어있어 좋았고요. 왈츠를 추는 장면이 특히나 아름다웠어요.
PF313911,2022.07.25,5,"젊은 베르테르의 슬픔 원작을 200% 공감하고싶다면 강추합니다. 윤은오 배우님의 성직자, 로테 연기가 인상적이었어요~"
PF313911,2022.07.25,5,드디어 다른 캐스트로 보기. 유승현 배우님 박규원 배우님 두분 다 너무 다른 캐릭터를 보여주셔서 재밌었습니다. 유승현 배우님의 섬세한 베르테르 연기가 인상적이었어요!
PF313911,2022.07.25,4,재밌게 잘 봤습니다!!!!!!!!!!!!!!!!!!!!
PF313911,2022.07.25,5,아름다운 선율의 넘버가 아주 좋은 극이다. 베르테르의 사랑의 감정을 가장 잘 느낄 수 있는 극이다. 배우들의 연기가 가슴에 와 닿는다.
PF313911,2022.07.25,5,노래로 전하는 괴테의 사랑에 대한 변론이 인상적인 뮤지컬 이었습니다!
PF313911,2022.07.25,5,그리고 통했다 편견을 버리고 순수한 사랑 이야기로 베르테르를 봐주세요 그냥 존재하지 않은책속의 인물 이잖아요 사랑으로 공감하고 서로 사랑하는 사람끼리 결혼 할 수 있었으면 좋았겠죠 모두가 행복하길
